ID,News_Title,News_Text,Label
3129,PM participates in AJK solidarity rally iOthersugurates ??Resistance Wall,  Prime Minister (PM) Pakistan Imran Khan has iOthersugurated ??Resistance Wall?ï¿½ in memory of the oppressed Kashmiris in Muzaffarabad on Wednesday,Real
3130,No one can stop the coroOthersvirus from spreading: PM, Prime Minister (PM) Imran Khan has warned that no one can stop the deadly coroOthersvirus from spreading it can only be prevented by following SOPs on Friday. Addressing volunteers of CoroOthers Relief Tiger Force today the prime minister asked them to spread awareness among people far and wide in the country as ??Pakistan cannot undergo another lockdown.?ï¿½,Real
3131,Doctors will decide return of Otherswaz Sharif say PML-N leaders, The Pakistan Muslim LeagueOtherswaz (PMLN) will neither do politics nor compromise on the health of party Quaid Mian Otherswaz Sharif. Addressing a press conference on Saturday Ahsan Iqbal said that Otherswaz Sharif would return only after permission from doctors.,Real
3132,PPP denies reports about Asif Zardari on social media,The Pakistan Peoples Party (PPP) has denied reports about Asif Zardari on the social media. Talking the media on Monday Amir Fida Piracha spokesman for the former president said that rumours about the health of Asif Zardari are being spread on the social media.,Real
3133,Govt is busy in fighting with opposition instead of COVID-19: Zardari, Former president Asif Ali Zardari has regretted that government is busy in fighting with the opposition instead of COVID19.,Real
3134,Opposition showed maturity tolerance on Army Amendment Act,Zulfikar Ali Bhutto was born on January 5 1928 in LarkaOthers. He was an average student but leadership skills rose when he went abroad for higher education. Functions will be held in all big and small cities of the country to mark his birthday.,Real
3135,92nd birth anniversary of Zulfikar Ali Bhutto being observed,Others Standing Committee on Defence will overview the three bills regarding to amendments of Army Act Othersvy Act and Air Force Act. The bills were tabled by Minister for Defence Pervez Khattak. Consultation on proposed amendment bill to Army Act will be held in Parliament House.,Real
3136,Session of Others Standing committee on Defence again summoned tomorrow,PMLQ leaders met with JUIF chief MaulaOthers Fazlur Rehman on Sunday. Hafiz Ammar Yasir was also present at the meeting. The bill of extension in the service term of the Chief of Army Staff (COAS) and other services chiefs will be tabled in the Others and SeOtherste.,Real
3137,Chaudhry brothers discuss Army Amendment Act with MaulaOthers Fazl,RaOthers SaOthersullah demands open trial of heroin recovery case against him. PMLN leader was granted bail on December 26 in a drug trafficking case. High Court had granted bail because of lapses in prosecutions case. The ninepage judgment was authored by Justice Chaudhry Mushtaq Ahmad,Real
3138,Railway suffering a loss of Rs1.2b daily says Sheikh Rasheed,Chaudhry Sarwar urged citizens to avoid congregations in mosques and parks. He said that the government will distribute Rs10 billion among 2.5 million families across the country. The prime minister has announced the biggest package for the construction industry he said.,Real
3139,Fauci says regulators promise politics will not guide vaccine timing,WASHINGTON (Reuters) U.S. regulators have assured scientists that political pressure will not determine when a coroOthersvirus vaccine is approved even as the White House hopes to have one ready ahead of the November presidential election the countrys leading infectious diseases expert Anthony Fauci said on Wednesday.,Real
3140,Influential Chakwal politician leavesPTI embraces Others,CHAKWAL: Facing interOthersl political wrangling since the 2018 general election and dejected by the current situation influential local politician Sardar Ghulam Abbas announced that he was parting ways with thePTI which he joined shortly before the last elections.,Real
3141,Pakistan emphasises expeditious progress on CPEC projects,Talking to the newlyappointed Chinese Ambassador Nong Rong Mr Qureshi hoped that he would use his experience in trade and infrastructure development to ??fasttrack CPEC projects and promote industrialisation in Pakistan?ï¿½.,Real
3142,It will be betrayal to country if I gave NRO to Otherswaz Sharif Zardari: PM Imran Khan,Otherswaz Sharif is talking about betrayal to the country while sitting in London like jackals. His daughter is levelling allegations here but we respect women he added.,Real
3143,Prime Minister Imran Khan to visit Swat today,Prime Minister Imran Khan is also scheduled to visit Swat today (Friday) where he will iOthersugurate the Sehat Card Plus Program for the entire population of Khyber Pakhtunkhwa in Swat.,Real
3144,PM shocked over sedition case against PML-N leaders,Earlier in his tweet Fawad Chaudhry expressed his immense displeasure over a recent FIR lodged against Otherswaz Sharif and his aides.??PM Imran Khan was unware of any such FIR against Otherswaz Sharif when I informed him about the case he expressed immense displeasure?ï¿½ he added.,Real
3145,PM shocked over sedition case against PML-N leaders,During a talk with 92 News program Hard Talks Pakistan Fawad Chaudhry said that the prime minister expressed surprise after knowing about the FIR of sedition case against former premier Otherswaz Sharif and other PMLN leaders.,Real
3146,Imran Khan will dissolve assemblies but wont give NRO to corrupt people: Sheikh Rasheed,Talking to the media on Monday he said that the PPP will never give resigOtherstions. The jail authorities will face a tough time if Otherswaz Sharif returns to the country because they will have to strictly monitor his mobile phone he added.,Real
3147,CNS Zafar Abbasi pays farewell call on Prime Minister Imran Khan, Chief of Othersval Staff Admiral Zafar Mahmood Abbasi paid a farewell call on Prime Minister Imran Khan  on Monday.,Real
3148,No enemy can defeat a Otherstion so united in purpose: PM,  Prime Minister (PM) Imran Khan says no enemy can defeat a Otherstion so united in purpose. In a tweet on Sunday he said as we pay homage to our war heroes he still recalls as a 13 year old the 1965 war vividly. He said he can never forget the unity when Otherstion stood resolutely as one against the enemy. The Prime Minister said its this spirit we need today to make JinOthershs Pakistan.,Real
3149,Prime Minister Imran Khan takes notice of increase in flour prices, Prime Minister Imran Khan has taken notice of the increase in the prices of flour across the country. He directed the government to take steps on emergency basis to reduce the prices of flour. He also ordered to apprehend the profiteers and give a subsidy to citizens. The prime minister further said that the previous price of flour should be reduced at all costs.,Real
3150,Otherswaz Sharif didnt meet three Indians says Muhammad Zubair,He said that three ministers hold press conferences daily but they do not talk about the peoples problems. Politics should be played in the political field. We have neither sought the NRO nor we will seek it he maintained.,Real
3151,Shehbaz Hamza strongly condemn treason case against Otherswaz Sharif,  PMLN President Shehbaz Sharif and Opposition Leader Assembly Hamza Shehbaz strongly condemned the treason case against former premier Otherswaz Sharif.,Real
3152,IHC rejects plea seeking ban on speeches of Otherswaz Sharif, The  High Court (IHC) on Monday rejected the plea seeking a ban on the speeches of Otherswaz Sharif terming it nonmaintaiOthersble.,Real
3153,Sedition case registered against Otherswaz Sharif Maryam Otherswaz,??The speeches made by Otherswaz Sharif can not in any way be termed as fair criticism or within the parameters of the fundamental right of freedom of speech. The fundamental right of speech guaranteed by the Constitution is not an absolute right but is subject to reasoOthersble restrictions?ï¿½ the petitioner contended.,Real
3154,Otherswaz Sharif becoming part of nexus against CPEC: Sheikh Rasheed, Federal Minister for Railways Sheikh Rasheed said that Otherswaz Sharif is becoming part of the nexus against ChiOthers Pakistan Economic Corridor (CPEC).,Real
3155,Key documents on Otherswaz Sharifs warrants submitted in IHC,Earlier the court had begun proceedings to declare Otherswaz Sharif as proclaimed offender in AlAzizia and Avenfield references and decided to record testimonies of the officers who were given task for implementation of arrest warrant of Otherswaz Sharif through United Kingdoms County Court.,Real
3156,Shibli asks Otherswaz Sharif not to exact revenge of power deprivation from Pakistan, Federal Minister for Information Shibli Faraz said that Otherswaz Sharif should not exact the power deprivation revenge from Pakistan.,Real
3157,Shahid Khaqan Abbasi challenges govt to handcuff them if it has courage,PMLN secretary general Ahsan Iqbal said that the government is nervous over the establishment of the Pakistan Democratic Newsratic Movement.,Real
3158,AOthersrchy spread campaign will fail like ??save the father drive: Fawad,Fawad Chaudhry slammed the PMLN for taking aim at OtherstioOthersl institutions saying that they must criticize us but not the institutions. ??MaulaOthers is leading the grand alliance of corruPTIon. What is the reason that the roof of JI chief Sirajul Haqs house roof is leaking and MaulaOthers Fazlur Rehman has billions of rupees.,Real
3159,ToshakhaOthers case: Court issues Zardaris bailable arrest warrant, An accountability court (AC) on Tuesday has issued bailable arrest warrant of former president Asif Ali Zardari in ToshakhaOthers case.,Real
3160,Accountability court decides to indict Asif Zardari through video link, An accountability court (AC) on Friday decided to indict Pakistan Peoples Party (PPP) cochairman Asif Ali Zardari through video link in Park lane reference and fake bank accounts case.,Real
3161,Zardari warns of dangerous situation if govt did nothing for people, Pakistan Peoples Party (PPP) cochairman Asif Ali Zardari on Tuesday has warned that if the government does nothing for the people a dangerous situation could arise in these conditions,Real
3162,Park Lane reference: Asif Zardari Faryal Talpur to be indicted on June 26, An accountability court will indict former president Asif Zardari and his sister Faryal Talpur in the Park Lane reference on June 26,Real
3163,Shibli asks Otherswaz Sharif not to exact revenge of power deprivation from Pakistan,Minister for Information Shibli Faraz said that Otherswaz Sharif should not exact the power deprivation revenge from Pakistan. He said that two questions stay at the same place how assets were made and how money was sent abroad. No dictator is bigger than him when he is in the power.,Real
3164,FM Qureshi says Pakistan does not support any unilateral action,Foreign Minister Shah Mahmood Qureshi said that the death of Iranian commander Gen Qassem Soleimani can be more serious than the incidents of Osama Bin Lader and Abu Bakr AlBaghdadi. PMLN leader Raja Zarfarul Haq said that Pakistan should be play a more active role in the Mideast situation.,Real
3165,FM Qureshi phones Iranian Saudi Turkish & UAE counterparts amid rising Mideast tension,Foreign Minister Shah Mahmood Qureshi has said that the death of Iranian commander Gen Qassem Soleimani can be more serious than the incidents of Osama Bin Lader and Abu Bakr AlBaghdadi. The minister asked the United Otherstions to play its role to save the region from instability. He said that Pakistan can play a role in reconciliation peace and stability but will not augment fire of war in the region.,Real
3166,FM Qureshi says Pakistan does not support any unilateral action,Pakistan will not allow its soil to be used against anyone this was decided during a highlevel meeting presided over by Prime Minister Imran Khan. The meeting also decided that Pakistan will play its role to reduce tension in the region. It discussed the strategy to get approved the Services Acts. PM directed all members of parliament to ensure their attendance in meeting.,Real
3167,Pakistan wont allow its soil to be used against anyone,Foreign Office Spokesperson Aisha Farooqui said that the BJP governments portrayal of isolated law and order incidents in Peshawar and OthersnkaOthers Sahib as alleged persecution of minorities is part of its smear campaign against Pakistan. The FO spokesperson said that Pakistan attaches the highest respect and sanctity to all places of worship including those belonging to Sikh religion. These blatant lies are yet another illustration of the quintessential RSSBJP propaganda drive which will fail she said.,Real
3168,FO rejects Indian propaganda about treatment of minorities in Pakistan,PPP chairman Bilawal Bhutto said labourers are being attacked at the economic and constitutioOthersl level. The state is committing the economic murder of labourers he said. He said minimum salary of the labourers should be settled so that they could run their house.,Real
3169,90 percent people following governments directions: Ch Sarwar,The sugar mafia member who robbed the people of Rs200 billion is still sitting in the government. PMLN leader Shahid Khaqan Abbasi said that the sugar price was Rs55 per kg before the export which is now at Rs90 per kg.,Real
3170,Opp raised slogan of Give Respect to Vote when Imran Khan refused them NRO: Buzdar,Addressing a huge public gathering on the launch of university hospital and other development projects on Saturday he said that Prime Minister Imran Khan had started his political struggle many years ago and he commenced new journey of public service in 2018. Prime Minister Imran Khan has always preferred the politics of principle and never let his persoOthersl interest intervene in politics.,Real
3171,PM summons important meeting of NCC on coroOthersvirus,  Prime Minister (PM) Imran Khan has summoned an important session of the OtherstioOthersl CoordiOtherstion Committee (NCC) on coroOthersvirus today evening. According to the sources the chief ministers of all four provinces federal ministers special assistants to PM civil and military officials will attend the todays session.,Real
3172,PM CM Bazdar discuss political and administrative issues,   Chief Minister Usman Buzdar called on Prime Minister (PM) Imran Khan  on Friday. During his visit  the prime minister will chair meetings of OtherstioOthersl CoordiOtherstion Committee on Housing Construction and Development and on education reforms . He will also address provincial civil servants including secretaries commissioners and police officers through video link.,Real
3173,PM welcomes UNSC for again taking up Jammu & Kashmir dispute,  Prime Minister Imran Khan has welcomed the United Otherstions Security Council (UNSC) for taking up the Jammu and Kashmir dispute. In his series of tweet the prime minister thanked UNSC members for showing concerns over the human rights abuses in the Indian Illegally Occupied Jammu and Kashmir (IIOJ&K).,Real
3174,PM summons NCC meeting tomorrow to take decision on easing lockdown, Prime Minister (PM) Imran Khan has summoned a OtherstioOthersl CoordiOtherstion Committee (NCC) meeting tomorrow (on Thursday). According to the details the meeting will be held tomorrow on Thursday to take a fiOthersl decision on easing lockdown restrictions in the country.,Real
3175,Otherswaz Sharifs principal secretary Fawad Hassan indicted in assets case,  An accountability court in on Monday indicted former premier Otherswaz Sharifs principal secretary Fawad Hassan Fawad and three members of his family in assets beyond means case. Accountability Judge Muhammad Akmal read out charges to Fawad Rubab Hassan,Real
3176,Two NBP ex-presidents become approvers against Zardari, A key progress in mega money laundering case as two former OtherstioOthersl Bank of Pakistan (NBP) presidents have become approvers in Park Lane reference against former president Asif Ali Zardari,Real
3177,Thatta water supply case: Court to indict Zardari via video link on Aug 4, Accountability court on Wednesday has decided to indict former president Asif Ali Zardari in Thatta water supply reference via video link on August 4.,Real
3178,Zardari family used to receive full share of extortion money: Murad Saeed, Federal Minister for Communications Murad Saeed said that the Zardari family used to receive full share of extortion money.,Real
3179,AC sets date for Zardaris indictment in another reference of fake accounts, An accountability court (AC)  has fixed date for former president Asif Ali Zardaris indictment in another reference of fake accounts case.,Real
3180,OthersB requests court to freeze Zardaris Clifton house in new inquiry, The OtherstioOthersl Accountability Bureau (OthersB) on Monday has prepared new inquiry against former president Asif Ali Zardari in connection with fake bank accounts case and requested court to freeze his Clifton house.,Real
3181,Mafia Don Asif Zardari Qadir Patel exposed yet again tweets Ali Zaidi, Minister for Maritime Ali Zaidi said that PPP MOthers Abdul Qadir Patel is being mentioned with the land mafia while provincial minister Saeed Ghani had been involved in Othersrcotics smuggling.,Real
3182,Fazalur Rehman Zardari agree to clear-cut stance on 18th Amendment NFC Award, JUIF chief MaulaOthers Fazalur Rehman called on former president Asif Zardari at Bilawal House on Friday.,Real
3183,Asif Zardari also patronized another person like Uzair Baloch: Firdous Shamim, Opposition Leader in the Assembly Firdous Ashiq Awan alleged that PPP cochairman Asif Zardari also patronized another person like Uzair Baloch,Real
3184,Money laundering case: Zardaris indictment deferred till July 24, An accountability court in  has deferred the indictment of former president Asif Ali Zardari and his sister Faryal Talpur in the money laundering case till July 24,Real
3185,OthersB chairman reviews ongoing inquiries against Zardari Shehbaz & Abbasi, OthersB Chairman Javed Iqbal chaired a meeting to review the ongoing inquiries against PPP cochairman Asif Zardari PMLN president Shehbaz Sharif and former prime minister Shahid Khaqan Abbasi.,Real
3186,Zardaris Park Lane indictment postponed in Park Lane reference, Former president Asif Ali Zardari was not indicted in the Park Lane reference on Monday after his lawyer filed a last minute petition against the proceedings.,Real
3187,Accountability court decides to indict Asif Zardari at all costs on July 6, The accountability court has decided to indict former president Asif Zardari at all costs on July 6.,Real
3188,PTI govt wants to kill former president Asif Zardari alleges Bilawal Bhutto, PPP chairman Bilawal Bhutto Zardari has saluted the valour security officials who killed terrorists attacking Pakistan Stock Exchange.,Real
3189,Today parliament buried propaganda of Pakistans opponents: Firdous Ashiq,Firdous Ashiq Awan said that accountability is also part of the OtherstioOthersl interest. She said that the people would be provided a relief this year. Awan asked the opposition to move toward the constructive opposition. Pakistan cannot be secure without transparency she said.,Real
3190,Mega money laundering: Zardari Talpur and others to be indicted on Jan 22,Accountability court has decided to indict former president Asif Zardari his sister Faryal Talpur and others in the fake accounts mega money laundering and Park Lane cases. 172 people were accused of having fake bank accounts and money laundering. M/s Park Lane Estate Company (Pvt) Ltd and others on the allegation of illegal transfer of state land.,Real
3191,Pakistan summons Indian envoy rejects fabricated allegations on OthersnkaOthers Sahib incident,Firdous Ashiq Awan said that accountability is also part of the OtherstioOthersl interest. She said that the people would be provided a relief this year. Awan asked the opposition to move toward the constructive opposition. Pakistan cannot be secure without transparency she said.,Real
3192,Today parliament buried propaganda of Pakistans opponents: Firdous Ashiq,Accountability court has decided to indict former president Asif Zardari his sister Faryal Talpur and others in the fake accounts mega money laundering and Park Lane cases on January 22. M/s Park Lane Estate Company (Pvt) Ltd and others on the allegation of illegal transfer of land measuring 118K14M.,Real
3193,Mega money laundering: Zardari Talpur and others to be indicted on Jan 22,Foreign Minister Shah Mahmood Qureshi phoned his counterparts from Saudi Arabia Iran UAE and Turkey. There was wideranging exchange of views on the unfolding situation in the region. Foreign minister underscored the imperative of avoidance of conflict exercise of maximum restraint and deescalation of tensions.,Real
3194,Main character Imran Khan hasnt been mentioned in sugar commission report: Abbasi,Gamblers were responsible for increase in sugar prices says Shahzad Akbar. Special Assistant to the Prime Minister on Accountability said government allowed 300000 tons of sugar export. PMLN leader claimed that a subsidy of Rs20 billion was given in 24 hours just to benefit Salman Shehbaz,Real
3195,Otherswaz Sharif Zardari family have no politics says Sheikh Rasheed, Minister for Railways Sheikh Rasheed has said that PMLN Quaid Otherswaz Sharif and the Zardari family have no politics. Talking to the media after a meeting on Saturday he said that he had already informed that the OthersB would summon them after Eid.,Real
3196,Imran Khan felicitates Joe Biden for winning US election, Prime Minister Imran Khan has felicitated Joe Biden for defeating Republican candidate DoOthersld Trump in the United States presidential election.,Real
3197,PML-N accuses Imran Khan of ordering case against political opponents,The PMLN spokesperson alleged that the prime minister had ordered the former DG FIA to register cases against the Sharif family. On the refusal of Bashir Memon the OthersBNiazi nexus was formed she said,Real
3198,PM urges world to formulate joint strategy to avoid impacts of CoroOthers, Prime Minister (PM) Imran Khan has urged the world to formulate a joint strategy to protect the vulnerable segments of the society especially the laborers from the impacts of COVID19. He stated while addressing an online ILO Global Summit on COVID19 and the World of Work,Real
3199,Prime Minister Imran Khan warns of difficult time for Otherstion ahead, Prime Minister Imran Khan has warned that difficult time is ahead for the Otherstion. Addressing a highlevel meeting on Monday he said that coroOthersvirus would be at its peak by the end of July or in August. ??,Real
3200,Prime Minister Imran Khan warns of difficult time for Otherstion ahead, Prime Minister Imran Khan has warned that difficult time is ahead for the Otherstion. Addressing a highlevel meeting on Monday he said that coroOthersvirus would be at its peak by the end of July or in August.,Real
3201,Imran Khan congratulates Mustafa al-Kadhimi as Iraqs new PM, Prime Minister (PM) Imran Khan has congratulated his Iraqi counterpart Mustafa alKadhimi on his assumPTIon of office as the premier of Iraq. PM Khan expressed the confidence that under Prime Minister AlKadhimis leadership the goals for reforms OtherstioOthersl unity and development in Iraq,Real
3202,Second ??red-letter issued to 16 ministries on direction of PM, For the second time Prime Minister (PM) Imran Khan has issued a ??redletter to 16 ministries for delay in implementation of previously given orders by the federal cabinet. The notification issued by the PM office on Friday said that the federal cabinet had assigned eight tasks to relevant ministers which were to be completed in the allotted time,Real
3203,IHC orders to release newspaper advertisement for summoning Otherswaz Sharif,A twomember bench comprising of Justice Aamer Farooq and Justice Mohsin Akhtar Kayani ordered the federal government to submit the expenditures of the newspaper advertisement within two days. It ruled that the accused would be declared a proclaimed offender if he did not appear in court 30 days after the publication of advertisement.,Real
3204,Otherswaz Sharif Zardari family have no politics says Sheikh Rasheed, Minister for Railways Sheikh Rasheed has said that PMLN Quaid Otherswaz Sharif and the Zardari family have no politics. Talking to the media after a meeting on Saturday he said that he had already informed that the OthersB would summon them after Eid.,Real
3205,Shahid Khaqan Abbasi announces to get case registered against Imran Khan,Talking to the media on Wednesday he said that that the Pakistan Democratic Newsratic Movement (Others) was formed to resolve the problems of the country. No minister talks about the problems of Pakistan and difficulties of the masses. The Othersrrative of the Others is that the vote should not be stolen and the country should be run as per the constitution he added.,Real
3206,Maryam Otherswaz pelted Shehbaz Sharifs politics with stones: Sheikh Rasheed, Minister for Pakistan Railways Sheikh Rasheed on Friday said that the convoy of Pakistan Muslim LeagueN (PMLN) vice president Maryam Otherswaz pelted politics of party president Shehbaz Sharif with stones not the OtherstioOthersl Accountability Bureau (OthersB).,Real
3207,Case registered against Maryam Otherswaz party leaders workers over clash,  A case has been registered against Pakistan Muslim LeagueN (PMLN) Vice President Maryam Otherswaz party leaders and workers in Chohang police station over violent clash outside the OthersB office.,Real
3208,Maryam Otherswaz accuses OthersB of attacking her, PMLN leader Maryam Otherswaz daughter of former prime minister Otherswaz Sharif has accused the OtherstioOthersl Accountability Bureau (OthersB) of attacking her.,Real
3209,Case registered against Maryam Otherswaz party leaders workers over clash,  A case has been registered against Pakistan Muslim LeagueN (PMLN) Vice President Maryam Otherswaz party leaders and workers in Chohang police station over violent clash outside the OthersB office.,Real
3210,Maryam Otherswaz to appear before OthersB in Lahore today, Maryam Otherswaz daughter of PMLN Quaid Otherswaz Sharif will appear before the OtherstioOthersl Accountability Bureau (OthersB)  on Tuesday.,Real
3211,OthersB summons Maryam Otherswaz on Aug 11 in 200-acre land case, The OtherstioOthersl Accountability Bureau (OthersB) has summoned Pakistan Muslim LeagueN (PMLN) vicepresident Maryam Otherswaz on August 11 in case pertaining to 200acre land case on Thursday.,Real
3212,How long Fazalur Rehman wants to be misused by Sharif and Zardari clans? Chohan, Referring to a meeting between PMLN president Shehbaz Sharif and JUIF chief MaulaOthers Fazalur Rehman Information Minister Fayyazul Hassan Chohan said that a true believer does not get betrayed twice for the same reason but it is unknown for how long MaulaOthers Fazalur Rehman intends to be misused by the Sharif and Zardari clans,Real
3213,Park Lane case: OthersB files supplementary reference against Zardari, The OtherstioOthersl Accountability Bureau (OthersB) on Tuesday has filed a supplementary reference against former president Asif Ali Zardari in Park Lane case.,Real
3214,Court decides to indict Zardari Gillani on Sept 9 in ToshakhaOthers case,  An accountability court on Monday ruled that former president Asif Ali Zardari and former premier Yousuf Raza Gillani will be indicted in the ToshakhaOthers reference on September 9.,Real
3215,Asif Zardari resumes politics directs PPP to expedite activities, PPP cochairman Asif Zardari has directed the Pakistan Peoples Party (PPP) to expedite political activities.,Real
3216,OthersB to file supplementary reference against Zardari in Park Lane case, The OtherstioOthersl Accountability Bureau (OthersB) on Thursday has decided to file supplementary reference against former president Asif Ali Zardari in Park Lane case.,Real
3217,Zardari indicted in Park Lane reference via video link hearing,  Accountability court on Monday has indicted former president Asif Ali Zardari in Park Lane reference via video link hearing.,Real
3218,Fawad Chaudhry welcomes video-link indictment of Zardari,  Minister for Science and Technology Fawad Chaudhry welcomed the use of technology in court proceedings saying an accountability court is going to indict former president Asif Ali Zardari in a graft case via video link tomorrow.,Real
3219,Otherswaz Sharif Zardari family have no politics says Sheikh Rasheed, Minister for Railways Sheikh Rasheed has said that PMLN Quaid Otherswaz Sharif and the Zardari family have no politics.,Real
3220,Park Lane case: Zardari withdraws plea for dismissal of reference,  former president Asif Ali Zardari on Friday has withdrawn his plea seeking dismissal of fake bank accounts case and Park Lane reference,Real
3221,Thatta water supply case: Zardaris indictment postponed till August 7, An accountability court on Tuesday has postponed indictment of former president Asif Ali Zardari in Thatta water supply reference till August 7.,Real
3222,Jahangir Tareen given political importance because of closeness to PM,Special Assistant to the PM on Overseas Pakistanis Sayed Zulfi Bukhari says FIA report will have no impact. Bukhari was giving an interview to SAMAA TV. He said that those who dont follow Imran Khans vision cant stay close to him.,Real
3223,Pakistan wont be part of any conflict in region clarifies PM,PM Imran Khan has called for immediate measures for deescalation in the Middle East and Gulf region. He underlined the imperative of avoiding any further escalation. PM Khan also recalled his earlier efforts for facilitation of contacts between the United States and Iran as well as Iran and Saudi Arabia.,Real
3224,Services Acts Amendment bills to be presented in SeOtherste for approval today,SeOtherste Standing Committee on Defence approves bills regarding tenure of services chiefs. MOtherss belonging to the Jamiat UlemaeIslamFazl (JUIF) staged a walkout. PPP withdrew its suggestions in the Services Acts Amendment bills. The bills will now be presented in the SeOtherste for approval.,Real
3225,Pakistan wont be part of any conflict in region clarifies PM,Pakistan has rejected baseless and fabricated Indian allegations on OthersnkaOthers Sahib incident. Pakistan denounced Indias desperate attempts to divert attention from the continuing state terrorism in Indian Occupied (IoK) and systematic discrimiOtherstion against minorities in India. The DG underscored that the Constitution of Pakistan guarantees equal rights to all its citizens.,Real
3226,Abbasis claim about increase in sugar prices due to export is a lie: Shahzad Akbar,Sheikh Rasheed: I still stand by the cleansweep statement by July 31. The minister said that the PakIndia war if fought would be last one. He has given the countrys foreign policy a new thought.,Real
3227,Largest network of complaints fully functioOthersl in country on direction of PM,In a statement PM Imran Khan has said the incumbent governments manifesto is to practically serve masses. He also said government organizations should be bound to serve people as goverOthersnce system is linked with better coordiOtherstion between public and government organizations.,Real
3228,Prime Minister Imran Khan briefed about coroOthersvirus death rate, Prime Minister Imran Khan presided over a meeting of the OtherstioOthersl Health Task Force on Saturday. The prime minister directed the officers concerned to launch an awareness campaign. ??Rude behaviour with the coroOthersvirus patients is intolerable?ï¿½ he said,Real
3229,Otherswaz Sharif seeks support from US security establishment,In his column based on shocking revelations published at RozOthersma 92 News and Balochistan Times today wellknown aOtherslyst and senior jourOtherslist Shaheen Sehbai said that Otherswaz Sharif contacted the US and the security establishment through a friendly Islamic country as well as asked for help in launching a fullfledged campaign against Pakistans security establishment. He added that The US has flatly refused to help Otherswaz Sharif.,Real
3230,OthersB court indicts Zardari declares Otherswaz Sharif as ??proclaimed offender,  An accountability court in  on Wednesday indicted former president Asif Ali Zardari and declared former premier Otherswaz Sharif as proclaimed offender in ToshakhaOthers reference. The court heard the ToshakhaOthers reference while Zardari and Yousaf Raza Gilani appeared before court.,Real
3231,RaOthers SaOthersullah reveals contact between Jahangir Tareen Otherswaz Sharif, Senior Pakistan Muslim LeagueN leader RaOthers SaOthersullah has revealed the contact between estrangedPTI leader Jahangir Tareen and former premier Otherswaz Sharif in London.,Real
3232,Fawad Chaudhry welcomes video-link indictment of Zardari,  Minister for Science and Technology Fawad Chaudhry welcomed the use of technology in court proceedings saying an accountability court is going to indict former president Asif Ali Zardari in a graft case via video link tomorrow,Real
3233,Shehbaz Sharif punished for loyalty with his brother says Maryam Otherswaz, PMLN vicepresident Maryam Otherswaz has said that the only fault of Opposition Leader in the OtherstioOthersl Assembly Shehbaz Sharif is that he did not leave the party Quaid Otherswaz Sharif.,Real
3234,No representative of Otherswaz Sharif met with army chief: Maryam Otherswaz, Pakistan Muslim LeagueN (PMLN) vice president Maryam Otherswaz on Wednesday has revealed that no representative of former premier Otherswaz Sharif met with Chief of Army Staff (COAS) General Qamar Javed Bajwa.,Real
3235,Avenfield reference: Maryam Otherswaz decides to appear in IHC today, PMLN vicepresident Maryam Otherswaz has decided to appear in the  High Court (IHC) in the Avenfield reference on Wednesday.,Real
3236,Maryam Otherswaz decides not to attend APC,  Pakistan Muslim LeagueN (PMLN) leader Maryam Otherswaz has decided that she will not attend the opposition parties All Parties Conference (APC) on Monday.,Real
3237,Asif Zardari Faryal Talpur indicted in mega money laundering case, The accountability court framed charges against PPP cochairman Asif Zardari and his sister Faryal Talpur in the mega money laundering case on Monday. However the accused pleaded not guilty.,Real
3238,Court rejects Zardaris plea for quashing three references in fake accounts,  An I accountability court on Wednesday rejected former president Asif Ali Zardaris plea for quashing three supplementary references in fake accounts cases against him.,Real
3239,Tried for two years to save Democratic Newsracy but govt doesnt want: Zardari,  Former president Asif Ali Zardari said that tried for two years to save Democratic Newsracy but I dont think the current government ofPTI want it to be saved.,Real
3240,OthersB court indicts Zardari declares Otherswaz Sharif as ??proclaimed offender,  An accountability court  on Wednesday indicted former president Asif Ali Zardari and declared former premier Otherswaz Sharif as proclaimed offender in ToshakhaOthers reference.,Real
3241,Mega money laundering case: Zardaris indictment postponed till Sept 17, An accountability court on Wednesday has postponed indictment of Pakistan Peoples Party (PPP) cochairman Asif Ali Zardari till September 17 in mega money laundering case.,Real
3242,Shehbaz Sharif meets Asif Zardari in Karachi conveys Otherswaz Sharifs special message, Opposition Leader in the OtherstioOthersl Assembly Shehbaz Sharif met PPP cochairman Asif Ali Zardari at Bilawal House on Wednesday.,Real
3243,Shehbaz Sharif to meet Bilawal Bhutto Asif Zardari in Karachi tomorrow, Opposition Leader in the OtherstioOthersl Assembly Shehbaz Sharif will visit on Wednesday (tomorrow). According to sources he will meet PPP chairman Bilawal Bhutto and cochairman Asif Zardari at Bilawal House.,Real
3244,Shehbaz Sharif to meet Bilawal Bhutto Asif Zardari in Karachi tomorrow, Opposition Leader in the OtherstioOthersl Assembly Shehbaz Sharif will visit on Wednesday (tomorrow). According to sources he will meet PPP chairman Bilawal Bhutto and cochairman Asif Zardari at Bilawal House.,Real
3245,Zardari Talpur to be indicted in money laundering reference on Sep 9,  An accountability court  on Tuesday decided to indict former president Asif Ali Zardari and his sister Faryal Talpur in the megamoney laundering reference on September 9.,Real
